VNUM	LOCALE_NAME
20038	..
20039	.
20040	Správce pozemkù
20041	Opilý obèan
20042	Obchodní cestující
20043	.
20044	Zbrojíø
20045	Platnéø
20046	Klenotník
20047	Diamantová žíla
20048	Jantarová žíla
20049	Nalezištì zkamen. døeva
20050	Mìdìná žíla
20051	Støíbrná žíla
20052	Zlatá žíla
20053	Nefritová žíla
20054	Nalezištì eben. døeva
20055	Stoh mušlí
20056	Žíla bílého zlata
20057	Nalezištì køišálù
20058	Køemenová žíla
20059	Nalezištì nebeských slz
20060	Alchymista diamantù
20061	Alchymista jantaru
20062	Alchymista zkamen. døeva
20063	Alchymista mìdi
20064	Alchymista støíbra
20065	Alchymista zlata
20066	Alchymista nefritu
20067	Alchymista eben. døeva
20068	Alchymista perel
20069	Alchymista bílého zlata
20070	Alchymista køišálù
20071	Alchymista køemene
20072	Alchymista nebeských slz
20073	Stará peèe
20074	Zbrojíø z vìže
20075	Platnéø z vìže
20076	Klenotník z vìže
20077	Strážce oltáøe
20078	Strážce oltáøe
20079	Strážce oltáøe
20080	Vedoucí výcviku
20081	Ukradená peèe chodby
20082	Mistr
20083	Jegal-Tunseok
20084	Biolog Chaegirab
20085	Jimjunja
20086	Handu-Up
20087	Wonda-Rim
20088	Chuk-Sal
20089	Pung-Ho
20090	Heuk-Young
20091	Seon-Pyeong
20092	Hwa-Hee
20093	Koe-Pung
20094	Hong-Hae
20095	Seon-Hae
20096	??? ???
20097	Brána hradu
20098	Brána hradu
20099	Brána hradu
20101	Bílý kùò
20102	Hnìdý kùò
20103	Èerný kùò
20104	Bílý kùò
20105	Hnìdý kùò
20106	Èerný kùò
20107	Bílý kùò
20108	Hnìdý kùò
20109	Èerný kùò
20110	Divoký kanec
20111	Vlk
20112	Tygr
20113	Lev
20114	white lion
20115	Divoký bojový kanec
20116	Bojový vlk
20117	Bouølivý tygr
20118	Bojový lev
20119	Vznešený èerný kùò
20120	?????
20121	?????
20122	?????
20123	?????
20124	?????
20125	?????
20126	Santa Claus
20201	??????
20202	??????
20203	?????
20204	???????
20205	?????? ??????
20206	?????? ??????
20207	?????? ?????
20208	?????? ???????
20209	?????? ??????
20210	?????? ??????
20211	?????? ?????
20212	?????? ???????
20213	?????????
20214	?????? ?????????
20215	?????? ?????????
20216	????????
20217	?????? ????????
20218	?????? ????????
20219	blackpony
20220	Å©¸®½º¸¶½º ¼ø·Ï
20221	Àü°©¹é¿õ
20222	Àü°©ÆÒ´õ
20223	Àü°©¼®·æÀÚ
20224	³­ÆøÇÑ Àü°©¼®·æÀÚ
20225	¿ë¸ÍÇÑ Àü°©¼®·æÀÚ
20226	ÈæÀ¯´ÏÄÜ
20227	¹éÀ¯´ÏÄÜ
20228	Àü°©¸ÍÁ¶
20229	³­ÆøÇÑ Àü°©¸ÍÁ¶
20230	¿ë¸ÍÇÑ Àü°©¸ÍÁ¶
20231	Àü°©Èæ¹ü
20232	Àü°©Ç¥¹ü
20233	Muffin (hnìdé ozdoby)
20234	Nugget (hnìdé ozdoby)
20235	Muffin (modré ozdoby)
20236	Nugget (modré ozdoby)
20237	Muffin (zelené ozdoby)
20238	Nugget (zelené ozdoby)
20239	Blitzen
20240	Donner
20300	Uèitel tìlesného boje
20301	Uèitel mentálního boje
20302	Uèitel boje zblízka
20303	Uèitel dálkového boje
20304	Uèitel magických zbraní
20305	Uèitel èerné magie
20306	Uèitel draèí moci
20307	Uèitel léèby
20320	Uèitel tìlesného boje
20321	Uèitel mentálního boje
20322	Uèitel boje zblízka
20323	Uèitel dálkového boje
20324	Uèitel magických zbraní
20325	Uèitel èerné magie
20326	Uèitel draèí moci
20327	Uèitel léèby
20340	Uèitel tìlesného boje
20341	Uèitel mentálního boje
20342	Uèitel boje zblízka
20343	Uèitel dálkového boje
20344	Uèitel magických zbraní
20345	Uèitel èerné magie
20346	Uèitel draèí moci
20347	Uèitel léèby
20348	Strážce vìže démonù
20349	Pacholek
20350	Strážce podzemí
20351	Strážce haly
20352	Kamenný pomník Hasun
20353	Kam. pomník Seul Rong
20354	Strážce mìsta
20355	Velitel
20356	Sbìraè listí gingko
20357	Památník Weol
20358	Kvìtiny bez jména
20359	Stará krabice s papíry
20360	Památník Wha
20361	Památník Su
20362	Památník Mok
20363	Památník Gum
20364	Nakajima
20365	Památník Tho
20366	Sa-Soe
20367	Strážce katakomby
20368	Obchodní cestující
20369	Lee Chung
20370	Otrávený voják
20371	Starý náhrobní kámen
20372	Použitá kamenná tabulka
20373	Osobní strážce
20374	Strážný
20375	Døevìná barikáda
20376	Kim Rim
20377	Yak-Hwan
20378	Admirál Angmur
20379	Zranìný voják
20380	Yon-I-Walker
20381	Konfucius
20382	Devaterník
20383	Jae-Seon Kim
20384	Vánoèní stromek
20385	Strž Am-heh
20386	Náhrobek Isfet
20387	Zámek osudu
20388	Draèí brána
20389	NoNAme
20390	Taramorùv náhrobní kámen
20391	Sluneèní bylina
20392	Mrtvý voják
20393	Zranìný voják
20394	Strážce Ohnivé zemì
20395	Strážce ledové zemì
20396	Àû¼ö»ó´Ü ÆÇ¸Å¿ø
20397	Ledový lev
20398	Arktická kostka
20399	Sloup severního draka
20400	Moudrý Myonghorang
20401	Strážce kolonie
20402	Strážce portálu
20403	Amarok
20404	Nagual
20405	Waheela
20406	NoNAme
20407	Fenrir
20408	Strážce chrámu
20409	Strážce lesa
20410	Zvìd lesa
20411	Ochránce lesa
20412	Velitel lesních strážcù
20413	Kawuco
20414	NoNAme
20415	Portál
20416	Dýnì Sam
20417	Stùl Okey
30000	????
30001	????
30101	Socha Kud
30102	Obelisk Basalt
30103	Želví skála
30104	Runový sloup
30111	1. Brána zatracení
30112	2. Brána zatracení
30113	3. Brána zatracení
30114	4. Brána zatracení
30115	5. Brána zatracení
30116	6. Brána zatracení
30117	7. Brána zatracení
30118	8. Brána zatracení
30119	9. Brána zatracení
30120	Batoh s bylinami
30121	Duše Sury
30122	Duše váleèníka
30123	Temný oltáø
30124	Sura-kostlivec 1
30125	Sura-kostlivec 2
30126	Sura-kostlivec 3
30127	Sura-kostlivec 4
30128	Sura-kostlivec 5
30129	Velikonoèní zajíèek
30130	Náhrobní kámen
30301	Žíla rudy krystalu duše
30302	Žíla rubínové rudy
30303	Žíla granátové rudy
30304	Žíla smaragdové rudy
30305	Žíla safírové rudy
30306	Žíla Turmalínové rudy
33001	?????? ???
33002	Historik
33003	Hladovìjící obèan
33004	Hladovìjící obèan
33005	Hladovìjící obèan
33006	Hladovìjící obèan
33007	Hladovìjící obèan
33008	Dýnì Jack
34001	phoenix1
34002	??? ???
34003	?????????
34004	ÆÄÈ²
34005	Porky
34006	Rufus
34007	Khan
34008	Leonidas
34009	ÆÄÈ²
34010	Bambi
34011	¾Æ±â ¹é°õ
34012	¾Æ±â ÆÒ´õ
34013	ºÓÀºµµÀû´Ü¾Ö±âÀå¼ö
34014	ºÓÀºµµÀû´ÜÈ²±Ý¾Ö±âÀå¼ö
34015	ÇÒ·ÎÀ©»À°­¾ÆÁö
34016	³ì¿°ºÒ»çÁ¶
34017	¾Æ±â Àü°©¹é¿ø
34018	¾Æ±â Àü°©¹é¶û
34019	¾Æ±â Àü°©¹éÈ£
34020	¾Æ±â Àü°©¹é»çÀÚ
34021	¾Æ±â ¸ÍÁ¶
34022	ºÎÈ°ÀýÅä³¢
34023	¾Æ±â Àü°©Èæ¹ü
34024	¾Æ±â Àü°©Ç¥¹ü
34026	Hlava dýnì
34027	Malé koštì
34028	Snìhová vloèka
34029	Snìhošlap
34030	Å¥ÇÇÆ®
34031	ÇÏÆ®
34032	Modrý srpovitý mìsíc
34033	Èervený srpovitý mìsíc
34034	Eweriel
34035	Ramblue
34036	Dragonette
34037	Dragonette (hrdina)
34039	ÁøÃµÀÇ Àå±º
34041	Mini opièka
34042	Mini opièka (hrdinná)
34045	Mini pavouk
34046	Mini pavouk (hrdinný)
34049	Mini Razador
34050	Mini Razador (hrdinný)
34053	Mini Nemere
34054	Mini Nemere (hrdinný)
34055	Bruce
34056	Wayne
34057	Robin
34058	Valentino
34059	Valentinia
34060	Valentino
34061	Valentinia
60003	Theowahdan
